content_bite_id,content_bite_title,content_description,module_id,module_name,mentor_id
406,Stockkeeping & Manajemen Inventory - kebiasaan penting!,"",52,Menciptakan bisnis F&B berdasarkan visi misi yang kuat,53
409,Apa Kamu siap untuk menciptakan bisnis berdasarkan visi misi kuat?,"",52,Menciptakan bisnis F&B berdasarkan visi misi yang kuat,53
562,Temukan Product Market Fit-Mu!,"",81,Hal-Hal Yang Harus Dihindari Oleh Pengusaha Untuk Menumbuhkan Bisnis!,54
563,Menemukan Titik Temu Antara Harga dan Value,"",81,Hal-Hal Yang Harus Dihindari Oleh Pengusaha Untuk Menumbuhkan Bisnis!,54
564,Tips Ciptakan Growth Bisnis Yang Baik,"",81,Hal-Hal Yang Harus Dihindari Oleh Pengusaha Untuk Menumbuhkan Bisnis!,54
566,Kesimpulan dari Uma Hapsari,"",81,Hal-Hal Yang Harus Dihindari Oleh Pengusaha Untuk Menumbuhkan Bisnis!,54
558,Yang Harus Dihindari Pengusaha Pemula,"",81,Hal-Hal Yang Harus Dihindari Oleh Pengusaha Untuk Menumbuhkan Bisnis!,54
559,Mindset Tepat Seorang Pengusaha,"",81,Hal-Hal Yang Harus Dihindari Oleh Pengusaha Untuk Menumbuhkan Bisnis!,54
565,Tips Berkolaborasi,"",81,Hal-Hal Yang Harus Dihindari Oleh Pengusaha Untuk Menumbuhkan Bisnis!,54
561,Tips Hiring Yang Efektif,"",81,Hal-Hal Yang Harus Dihindari Oleh Pengusaha Untuk Menumbuhkan Bisnis!,54
560,Cara Cerdas Kontrol Biaya Overhead,"",81,Hal-Hal Yang Harus Dihindari Oleh Pengusaha Untuk Menumbuhkan Bisnis!,54
434,Cara menentukan strategi untuk ke pasar Internasional!,"",56,Cara ekspansi bisnis untuk para pebisnis baru!,55
433,Kiat-kiat memperluas brand kamu ke pasar Internasional?,"",56,Cara ekspansi bisnis untuk para pebisnis baru!,55
431,Cara cepat untuk mendistribusikan produk kamu melalui stockist!,"",56,Cara ekspansi bisnis untuk para pebisnis baru!,55
426,"Bikin bisnis baru, gimana menentukan branding & pricing  yang baik?","",56,Cara ekspansi bisnis untuk para pebisnis baru!,55
427,"Saat siap ekspansi berarti produk harus berkualitas, dong! Gimana caranya?","",56,Cara ekspansi bisnis untuk para pebisnis baru!,55
430,"Pentingnya supplier yang bisa memenuhi kebutuhan ekspansi kamu, ini tips-tipsnya!","",56,Cara ekspansi bisnis untuk para pebisnis baru!,55
429,Perlukah investasi ke alat produksi & SDM?,"",56,Cara ekspansi bisnis untuk para pebisnis baru!,55
435,Apa Kamu siap untuk berekspansi ke pasar yang baru?,"",56,Cara ekspansi bisnis untuk para pebisnis baru!,55
432,Apa saja resiko yang harus dihadapi saat ekspansi?,"",56,Cara ekspansi bisnis untuk para pebisnis baru!,55
328,Apa Kamu Siap Untuk Membangun Bisnis di Pasar yang Ramai?,"",44,Langkah Awal Sebuah Bisnis Kopi di Pasar yang Ramai,58
322,Harus Bikin Bisnis Kopi Seperti Apa sih?,"",44,Langkah Awal Sebuah Bisnis Kopi di Pasar yang Ramai,58
323,"Ide Banyak, Pelanggan Belum Ada - Cara Mastiin Mereka Suka Gimana Ya?","",44,Langkah Awal Sebuah Bisnis Kopi di Pasar yang Ramai,58
327,Jadi Ahli Customer Retention! Gimana Sih Cara Mantaunya?,"",44,Langkah Awal Sebuah Bisnis Kopi di Pasar yang Ramai,58
312,Bagaimana sih Segmentasi Minuman Kopi di Indonesia?,"",44,Langkah Awal Sebuah Bisnis Kopi di Pasar yang Ramai,58
326,Bikin Bisnis yang Lengket di Keseharian Pelanggan Kalian,"",44,Langkah Awal Sebuah Bisnis Kopi di Pasar yang Ramai,58
325,Menarik Perhatian Pelanggan Ketika Baru Mulai Beroperasi,"",44,Langkah Awal Sebuah Bisnis Kopi di Pasar yang Ramai,58
324,Bikin Bisnis Gak Boleh Ketinggalan Jaman! Gimana Caranya Biar Modern?,"",44,Langkah Awal Sebuah Bisnis Kopi di Pasar yang Ramai,58
440,Yuk kita edit foto bareng-bareng!,"",64,Cara mendapatkan foto eksepsional dengan alat konvensional,61
436,Menggunakan HP sebagai media foto yang jitu,"",64,Cara mendapatkan foto eksepsional dengan alat konvensional,61
439,"Bisa banget, editing foto tanpa software mahal!","",64,Cara mendapatkan foto eksepsional dengan alat konvensional,61
442,Foto F&B yang lezat dan menggugah selera - gimana sih caranya? (Bagian 1),"",64,Cara mendapatkan foto eksepsional dengan alat konvensional,61
438,"Elemen Eksternal Fotografi: Leading lines, komposisi, foreground, background","",64,Cara mendapatkan foto eksepsional dengan alat konvensional,61
437,"Elemen Eksternal Fotografi: Lighting, Shadows, Angles, Reflections","",64,Cara mendapatkan foto eksepsional dengan alat konvensional,61
445,Apa Kamu siap memotret foto menawan menggunakan HP sendiri?,"",64,Cara mendapatkan foto eksepsional dengan alat konvensional,61
428,Motret foto yang wow hanya dengan HP? Bisa!,"",64,Cara mendapatkan foto eksepsional dengan alat konvensional,61
443,Foto F&B yang lezat dan menggugah selera - gimana sih caranya? (Bagian 2),"",64,Cara mendapatkan foto eksepsional dengan alat konvensional,61
444,Konsep untuk foto Fashion yang menawan dan indah,"",64,Cara mendapatkan foto eksepsional dengan alat konvensional,61
441,Cari konsep foto biar hasilnya cakep,"",64,Cara mendapatkan foto eksepsional dengan alat konvensional,61
527,Apakah Membuat Website Cocok Untuk Bisnismu?,"",76,Meningkatkan Performa Brand dengan Kolaborasi dan Website!,63
528,"Mengenal Hosting, Domain, dan Payment Channel","",76,Meningkatkan Performa Brand dengan Kolaborasi dan Website!,63
526,Eksekusi Kolaborasi,"",76,Meningkatkan Performa Brand dengan Kolaborasi dan Website!,63
529,"Yuk, Atur Fitur Website-Mu!","",76,Meningkatkan Performa Brand dengan Kolaborasi dan Website!,63
531,Kesimpulan dari Cindy & Erdy,"",76,Meningkatkan Performa Brand dengan Kolaborasi dan Website!,63
530,How to Make People Stay and Come Back?,"",76,Meningkatkan Performa Brand dengan Kolaborasi dan Website!,63
524,Choosing and Implementing Brand Identity,"",76,Meningkatkan Performa Brand dengan Kolaborasi dan Website!,63
525,"Mulai Kolaborasi, Yuk!","",76,Meningkatkan Performa Brand dengan Kolaborasi dan Website!,63
290,Tips bagi penulis pemula,"",42,Kiat-Kiat Menjadi Penulis Kreatif ala Raditya Dika,64
292,Cara ampuh untuk anti buntu ide,"",42,Kiat-Kiat Menjadi Penulis Kreatif ala Raditya Dika,64
293,Membuat cerita yang menggugah,"",42,Kiat-Kiat Menjadi Penulis Kreatif ala Raditya Dika,64
294,Prinsip untuk selalu menghasilkan karya baru,"",42,Kiat-Kiat Menjadi Penulis Kreatif ala Raditya Dika,64
291,Mitos Creative Block bagi Penulis,"",42,Kiat-Kiat Menjadi Penulis Kreatif ala Raditya Dika,64
372,Mindset yang Wajib Dimiliki Anak Muda,"",48,Kepemimpinan di Era Digital Bersama Setyanto Hantoro,65
373,Strategi Penting Menyukseskan Ekosistem Digital,"",48,Kepemimpinan di Era Digital Bersama Setyanto Hantoro,65
370,Kunci Membangun Karir Ala Setyanto Hantoro,"",48,Kepemimpinan di Era Digital Bersama Setyanto Hantoro,65
374,Menuju Indonesia Emas 2045,"",48,Kepemimpinan di Era Digital Bersama Setyanto Hantoro,65
371,Pemimpin Hebat adalah Pendengar yang Hebat,"",48,Kepemimpinan di Era Digital Bersama Setyanto Hantoro,65
375,"Kelola stok dengan baik, pemasukan bisa naik!","",49,Mengelola stok dengan mudah di platform Shopee,66
378,Mau belajar berencana? Langkah proyeksi stok (Bagian 2),"",49,Mengelola stok dengan mudah di platform Shopee,66
377,Kapan stok produkku habis? Langkah proyeksi stok (Bagian 1),"",49,Mengelola stok dengan mudah di platform Shopee,66
379,Takut kehabisan stok? Langkah proyeksi stok (Bagian 3),"",49,Mengelola stok dengan mudah di platform Shopee,66
380,Harus pesan berapa ya? Langkah proyeksi stok (Bagian 4),"",49,Mengelola stok dengan mudah di platform Shopee,66
382,Kerja kelompok yuk! Tahap awal mengenali produkmu (Bagian 2),"",49,Mengelola stok dengan mudah di platform Shopee,66
384,Atur letak produkmu agar lebih efisien!,"",49,Mengelola stok dengan mudah di platform Shopee,66
376,Stok di opname? Cara praktis mencocokkan stok fisik,"",49,Mengelola stok dengan mudah di platform Shopee,66
381,Salam kenal: Tahap awal mengenali produkmu (Bagian 1),"",49,Mengelola stok dengan mudah di platform Shopee,66
383,"Yuk, buat rencana aksi untuk setiap produkmu!","",49,Mengelola stok dengan mudah di platform Shopee,66
385,Cara balikin cuan abis toko libur!,"",50,Cara kembali cuan di Shopee abis tutup toko setelah liburan!,66
390,Maksimalkan promo untuk maksimalkan pembelian!,"",50,Cara kembali cuan di Shopee abis tutup toko setelah liburan!,66
386,Strategi ampuh mengejar pesanan di tahun baru! (Bagian 1),"",50,Cara kembali cuan di Shopee abis tutup toko setelah liburan!,66
389,Cara jitu untuk menaikkan exposure toko Kamu!,"",50,Cara kembali cuan di Shopee abis tutup toko setelah liburan!,66
388,Jangan dilepas! Yuk tarik lagi pelanggan setia seusai libur,"",50,Cara kembali cuan di Shopee abis tutup toko setelah liburan!,66
387,Strategi ampuh mengejar pesanan di tahun baru! (Bagian 2),"",50,Cara kembali cuan di Shopee abis tutup toko setelah liburan!,66
393,Cara Mendekorasi Toko Onlinemu di Shopee!,"",51,Mulai berjualan online melalui platform Shopee!,66
394,Tips Menggunakan Fitur Chat Penjual,"",51,Mulai berjualan online melalui platform Shopee!,66
391,Mulai Berjualan di Shopee via Aplikasi,"",51,Mulai berjualan online melalui platform Shopee!,66
396,Cara ikutan campaign di Shopee,"",51,Mulai berjualan online melalui platform Shopee!,66
398,Yuk ketahui keuntungan menggunakan Shopee Feed!,"",51,Mulai berjualan online melalui platform Shopee!,66
399,Yuk gunakan Shopee Live untuk meningkatkan penjualanmu!,"",51,Mulai berjualan online melalui platform Shopee!,66
397,Tutorial membuat Iklan Kata Kunci,"",51,Mulai berjualan online melalui platform Shopee!,66
395,Fitur Promosi Shopee,"",51,Mulai berjualan online melalui platform Shopee!,66
392,Cara Menjadi Penjual Shopee,"",51,Mulai berjualan online melalui platform Shopee!,66
410,Percaya pada kemampuan dan keberuntungan,"",53,The Art of Financial Management,68
413,Cara mengatur uang untuk keluarga,"",53,The Art of Financial Management,68
411,Hidup secukupnya saja,"",53,The Art of Financial Management,68
414,Fintech bisa jadi andalan,"",53,The Art of Financial Management,68
412,Apakah Reksadana investasi terbaik?,"",53,The Art of Financial Management,68
418,Perfeksionis Dalam Berkarya (Bagian 1),"",54,Berkarya Dengan Passion Bersama Joko Anwar,69
419,Perfeksionis Dalam Berkarya (Bagian 2),"",54,Berkarya Dengan Passion Bersama Joko Anwar,69
415,Prinsip Joko Anwar dalam Berkarya,"",54,Berkarya Dengan Passion Bersama Joko Anwar,69
416,Film Sebagai Penyelamat Hidup,"",54,Berkarya Dengan Passion Bersama Joko Anwar,69
417,Passion & Vision,"",54,Berkarya Dengan Passion Bersama Joko Anwar,69
420,Sumber Inspirasi Joko Anwar,"",54,Berkarya Dengan Passion Bersama Joko Anwar,69
424,Bad Idea is Maybe is a Good Idea,"",55,Entrepreneurship adalah Mindset bersama Sandiaga Uno,70
425,People Behind Numbers,"",55,Entrepreneurship adalah Mindset bersama Sandiaga Uno,70
422,Entrepreneur by Accident,"",55,Entrepreneurship adalah Mindset bersama Sandiaga Uno,70
421,Zona Cinta Dalam Keluarga,"",55,Entrepreneurship adalah Mindset bersama Sandiaga Uno,70
423,"10 Kesuksesan, 50 Kegagalan","",55,Entrepreneurship adalah Mindset bersama Sandiaga Uno,70
474,Menggunakan COGS untuk memaksimalkan operasional,"",70,Menjadi Juara di Bisnis F&B dengan Memaksimalkan Operasional,71
477,Cara memulai bisnis F&B,"",70,Menjadi Juara di Bisnis F&B dengan Memaksimalkan Operasional,71
475,Studi kasus COGS,"",70,Menjadi Juara di Bisnis F&B dengan Memaksimalkan Operasional,71
473,Manajemen bisnis F&B,"",70,Menjadi Juara di Bisnis F&B dengan Memaksimalkan Operasional,71
479,Cara memaksimalkan inventory di tempat terbatas,"",70,Menjadi Juara di Bisnis F&B dengan Memaksimalkan Operasional,71
480,Koneksi yang baik dengan supplier untuk kelancaran stock barang,"",70,Menjadi Juara di Bisnis F&B dengan Memaksimalkan Operasional,71
481,Apa Kamu siap untuk memulai bisnis F&B?,"",70,Menjadi Juara di Bisnis F&B dengan Memaksimalkan Operasional,71
476,"Gimana sih, cara buat konsumen puas dengan bisnis kita?","",70,Menjadi Juara di Bisnis F&B dengan Memaksimalkan Operasional,71
478,Cara mengoptimalkan inventory untuk perishable items,"",70,Menjadi Juara di Bisnis F&B dengan Memaksimalkan Operasional,71
495,Alasan Menjadi Content Creator,"",72,Dari Televisi Menuju Media Digital Bersama Helmy Yahya,75
492,Inti Dari Public Speaking,"",72,Dari Televisi Menuju Media Digital Bersama Helmy Yahya,75
491,Helmy Yahya Sebagai Digital Content Creator,"",72,Dari Televisi Menuju Media Digital Bersama Helmy Yahya,75
494,Tips Membuat Elevator Pitch Yang Menarik,"",72,Dari Televisi Menuju Media Digital Bersama Helmy Yahya,75
493,Yang Harus Disiapkan Untuk Jadi Interviewer,"",72,Dari Televisi Menuju Media Digital Bersama Helmy Yahya,75
501,How To Define A Succesful Leader,"",73,Memulai Bisnis dan Kepemimpinan bersama Gaery Undarsa,76
497,Tantangan dan Risiko saat Memulai Bisnis (Bagian 1),"",73,Memulai Bisnis dan Kepemimpinan bersama Gaery Undarsa,76
502,Leader yang Berprinsip,"",73,Memulai Bisnis dan Kepemimpinan bersama Gaery Undarsa,76
498,Tantangan dan Risiko saat Memulai Bisnis (Bagian 2),"",73,Memulai Bisnis dan Kepemimpinan bersama Gaery Undarsa,76
499,How To Be A Great Leader,"",73,Memulai Bisnis dan Kepemimpinan bersama Gaery Undarsa,76
500,Menjadi Pemimpin yang Resilient,"",73,Memulai Bisnis dan Kepemimpinan bersama Gaery Undarsa,76
496,Perjalanan Mendirikan Tiket.com,"",73,Memulai Bisnis dan Kepemimpinan bersama Gaery Undarsa,76
510,Kesimpulan dari Alam Akbar,"",74,Model Bisnis Made To Order dalam Industri Fashion,78
505,Sistem yang Tepat Untuk Model Bisnis Made To Order,"",74,Model Bisnis Made To Order dalam Industri Fashion,78
504,Pro dan Kontra Model Bisnis Made To Order,"",74,Model Bisnis Made To Order dalam Industri Fashion,78
509,Bagaimana Cara Menjaga Hubungan Baik Dengan Konsumen?,"",74,Model Bisnis Made To Order dalam Industri Fashion,78
506,"Buat Bisnis Model Kanvas, Yuk!","",74,Model Bisnis Made To Order dalam Industri Fashion,78
507,Model Bisnis Made To Order: In-House VS Outsource?,"",74,Model Bisnis Made To Order dalam Industri Fashion,78
503,Mengenal Model Bisnis Made To Order,"",74,Model Bisnis Made To Order dalam Industri Fashion,78
508,Cara Cerdas Atur Keuangan Untuk Model Bisnis Made To Order,"",74,Model Bisnis Made To Order dalam Industri Fashion,78
511,Online resto vs. Offline resto?,"",75,Menciptakan restoran untuk zaman modern - restoran online!,79
520,Menemukan tim yang cocok dan pas dengan bisnis kita!,"",75,Menciptakan restoran untuk zaman modern - restoran online!,79
516,Konten viral sebagai sarana promosi bisnis F&B-mu,"",75,Menciptakan restoran untuk zaman modern - restoran online!,79
522,Menjaga kinerja karyawan di bisnis F&B-mu,"",75,Menciptakan restoran untuk zaman modern - restoran online!,79
513,Tips buka bisnis F&B online,"",75,Menciptakan restoran untuk zaman modern - restoran online!,79
517,Ekspansi restomu dengan buka cabang!,"",75,Menciptakan restoran untuk zaman modern - restoran online!,79
514,Bagaimana caranya menarik customer ke restomu?,"",75,Menciptakan restoran untuk zaman modern - restoran online!,79
512,Akhirnya mau buka bisnis F&B online! Gimana caranya ya,"",75,Menciptakan restoran untuk zaman modern - restoran online!,79
519,Memastikan makanan tetap enak setelah delivery!,"",75,Menciptakan restoran untuk zaman modern - restoran online!,79
515,Metode iklan di media sosial untuk usaha F&B online,"",75,Menciptakan restoran untuk zaman modern - restoran online!,79
523,Sudah siap meluncurkan restoran onlinemu?,"",75,Menciptakan restoran untuk zaman modern - restoran online!,79
521,Gimana cara membuat SDM kita betah dengan kita?,"",75,Menciptakan restoran untuk zaman modern - restoran online!,79
518,Cara memilih menu yang efektif untuk resto online,"",75,Menciptakan restoran untuk zaman modern - restoran online!,79
535,Perencanaan Promosi untuk Bisnis Kamu,"",77,Promosi Bisnis Melalui TikTok,81
532,Promosi Itu Apa Sih Sebenarnya?,"",77,Promosi Bisnis Melalui TikTok,81
539,Tips Buat Konten Promosi yang Keren di TikTok (Bagian 2),"",77,Promosi Bisnis Melalui TikTok,81
534,Memilih Kanal Promosi Online yang Cocok untuk Brand-mu! (Bagian 2),"",77,Promosi Bisnis Melalui TikTok,81
542,Kesimpulan dari Eva Alicia,"",77,Promosi Bisnis Melalui TikTok,81
541,Membuat Video TikTok untuk Bisnis Kamu,"",77,Promosi Bisnis Melalui TikTok,81
533,Memilih Kanal Promosi Online yang Cocok untuk Brand-mu! (Bagian 1),"",77,Promosi Bisnis Melalui TikTok,81
537,Membuat Video TikTok yang Ditampilkan di FYP Melalui Algoritma,"",77,Promosi Bisnis Melalui TikTok,81
538,Tips Buat Konten Promosi yang Keren di TikTok (Bagian 1),"",77,Promosi Bisnis Melalui TikTok,81
536,"Promosi Melalui Kanal TikTok, Susah Atau Mudah?","",77,Promosi Bisnis Melalui TikTok,81
546,Semangat Berkarya,"",78,Semangat Berkarya Seorang Seniman Bersama Didik Ninik Thowok,82
545,Teknik Dalam Menari,"",78,Semangat Berkarya Seorang Seniman Bersama Didik Ninik Thowok,82
544,Menemukan Ciri Khas,"",78,Semangat Berkarya Seorang Seniman Bersama Didik Ninik Thowok,82
547,Pentingnya Belajar Seni,"",78,Semangat Berkarya Seorang Seniman Bersama Didik Ninik Thowok,82
543,Awal Cerita Menjadi Seniman,"",78,Semangat Berkarya Seorang Seniman Bersama Didik Ninik Thowok,82
550,Terbiasa untuk bounce back,"",79,Terbiasa dengan bouncing back bersama Ignasius Jonan,83
548,Lakukan dengan kesungguhan untuk kepentingan bersama,"",79,Terbiasa dengan bouncing back bersama Ignasius Jonan,83
551,Berani dalam decision-making,"",79,Terbiasa dengan bouncing back bersama Ignasius Jonan,83
549,Sebuah first impression bagi Ignasius Jonan,"",79,Terbiasa dengan bouncing back bersama Ignasius Jonan,83
552,Aspirasi untuk anak muda Indonesia,"",79,Terbiasa dengan bouncing back bersama Ignasius Jonan,83
553,"Berkecimpung Dalam Bisnis, Politik, dan Organisasi Kemanusiaan","",80,Esensi Kepemimpinan bersama Jusuf Kalla,84
556,Kepemimpinan Ala Jusuf Kalla,"",80,Esensi Kepemimpinan bersama Jusuf Kalla,84
554,Leadership Communication,"",80,Esensi Kepemimpinan bersama Jusuf Kalla,84
557,Pemimpin Sebagai Decision Maker,"",80,Esensi Kepemimpinan bersama Jusuf Kalla,84
555,Menjadi Pemimpin Dalam Masa Sulit,"",80,Esensi Kepemimpinan bersama Jusuf Kalla,84
568,Mengenal Sistem Omni Channel,"",82,Meningkatkan Potensi Bisnis dengan Menjamah Saluran Online,85
570,Memilih Marketplace Untuk Bisnismu,"",82,Meningkatkan Potensi Bisnis dengan Menjamah Saluran Online,85
567,Belajar Dari Perjalanan Elzatta Ekspansi Ke Bisnis Online,"",82,Meningkatkan Potensi Bisnis dengan Menjamah Saluran Online,85
572,Meningkatkan Customer Experience,"",82,Meningkatkan Potensi Bisnis dengan Menjamah Saluran Online,85
571,Tips Mempersiapkan Produk Ampuh Untuk Pasar Online,"",82,Meningkatkan Potensi Bisnis dengan Menjamah Saluran Online,85
569,Menghadapi Perubahan Struktur dari Offline ke Online,"",82,Meningkatkan Potensi Bisnis dengan Menjamah Saluran Online,85
573,Mempersiapkan Online Marketing Collaterals yang Unik Untuk Bisnismu,"",82,Meningkatkan Potensi Bisnis dengan Menjamah Saluran Online,85
574,Kesimpulan Dari Tika Mulya,"",82,Meningkatkan Potensi Bisnis dengan Menjamah Saluran Online,85
576,Membangun Kepercayaan yang Kokoh Untuk Brandmu,"",83,Menciptakan Brand yang Ikonis dan Membesarkannya dengan Ekspansi,86
575,Membuat Brand yang Khas Untuk Bisnis F&B-Mu,"",83,Menciptakan Brand yang Ikonis dan Membesarkannya dengan Ekspansi,86
579,"Ingin Produk Tersedia Lebih Luas, Gimana Caranya?","",83,Menciptakan Brand yang Ikonis dan Membesarkannya dengan Ekspansi,86
580,"Yuk, Ekspansi Skala Produksi Bisnismu!","",83,Menciptakan Brand yang Ikonis dan Membesarkannya dengan Ekspansi,86
581,Cara Menghadapi Kompetitor,"",83,Menciptakan Brand yang Ikonis dan Membesarkannya dengan Ekspansi,86
577,Cara Meningkatkan Brand Awareness,"",83,Menciptakan Brand yang Ikonis dan Membesarkannya dengan Ekspansi,86
582,Kesimpulan Dari Rizka Romadhona,"",83,Menciptakan Brand yang Ikonis dan Membesarkannya dengan Ekspansi,86
578,Cara Menciptakan Loyalitas Customer,"",83,Menciptakan Brand yang Ikonis dan Membesarkannya dengan Ekspansi,86
586,Evolusi Karakter Seorang Founder Startup,"",84,Perjalanan Investasi Startup Nicko Widjaja,87
583,Awal Karir Nicko Widjaja,"",84,Perjalanan Investasi Startup Nicko Widjaja,87
587,Investasi dari Modal Ventura,"",84,Perjalanan Investasi Startup Nicko Widjaja,87
585,Perjalanan Sebuah Startup Menjadi Unicorn,"",84,Perjalanan Investasi Startup Nicko Widjaja,87
584,Pertimbangan Seorang Investor,"",84,Perjalanan Investasi Startup Nicko Widjaja,87
590,Proses Menjadi Aktor,"",85,Serba Serbi Dunia Seni bersama Butet Kertaradjasa,90
589,Makna Seni Pertunjukan,"",85,Serba Serbi Dunia Seni bersama Butet Kertaradjasa,90
593,Pandemi dan Dunia Seni,"",85,Serba Serbi Dunia Seni bersama Butet Kertaradjasa,90
592,Monolog Sebagai Kunci Dunia Seni,"",85,Serba Serbi Dunia Seni bersama Butet Kertaradjasa,90
591,Hal Yang Menginspirasi Butet Sebagai Seorang Seniman,"",85,Serba Serbi Dunia Seni bersama Butet Kertaradjasa,90
588,Menjadi Seniman Adalah Pilihan Hidup,"",85,Serba Serbi Dunia Seni bersama Butet Kertaradjasa,90
594,Adaptasi Berbuah Kesuksesan,"",86,Tentang Kesuksesan dan Masalah Genting Abad Ini bersama Gita Wirjawan,91
596,Sustainable Business,"",86,Tentang Kesuksesan dan Masalah Genting Abad Ini bersama Gita Wirjawan,91
597,Bergerak Untuk Perubahan,"",86,Tentang Kesuksesan dan Masalah Genting Abad Ini bersama Gita Wirjawan,91
595,Resep Sukses Seorang Pengusaha,"",86,Tentang Kesuksesan dan Masalah Genting Abad Ini bersama Gita Wirjawan,91
598,Peran CEO of Sustainability Officer,"",86,Tentang Kesuksesan dan Masalah Genting Abad Ini bersama Gita Wirjawan,91
605,Cara Bikin Deskripsi & Foto Lapak Menarik,"",87,Persiapan untuk berjualan online di Bukalapak!,92
604,Daftar & Verifikasi Akun,"",87,Persiapan untuk berjualan online di Bukalapak!,92
601,Tips & Tricks mempersiapkan barang untuk dijual di toko,"",87,Persiapan untuk berjualan online di Bukalapak!,92
607,Langkah pertama jadi seller handal di Bukalapak - mengakses Seller Center!,"",87,Persiapan untuk berjualan online di Bukalapak!,92
599,Pahami 3 langkah penting dalam memulai bisnis online!,"",87,Persiapan untuk berjualan online di Bukalapak!,92
603,Kenapa Jualan Online di Marketplace?,"",87,Persiapan untuk berjualan online di Bukalapak!,92
606,Memproses Pesanan & Pengiriman,"",87,Persiapan untuk berjualan online di Bukalapak!,92
600,Harus mulai bisnis apa ya? Yuk Cari tahu disini!,"",87,Persiapan untuk berjualan online di Bukalapak!,92
602,"Perluas jaringan pelanggan kalian biar makin cuan, pakai medsos!","",87,Persiapan untuk berjualan online di Bukalapak!,92
1089,"Manajemen Pelanggan, Part 2","",150,Mempersiapkan dan meningkatkan performa lapakmu di Bukalapak!,92
1084,Pelapak Jagoan dengan Menjadi Superseller atau Bukamall,"",150,Mempersiapkan dan meningkatkan performa lapakmu di Bukalapak!,92
1085,Manajemen produk di Lapak,"",150,Mempersiapkan dan meningkatkan performa lapakmu di Bukalapak!,92
1083,Tips & Trik Performa Lapak,"",150,Mempersiapkan dan meningkatkan performa lapakmu di Bukalapak!,92
1087,Manajemen Stok,"",150,Mempersiapkan dan meningkatkan performa lapakmu di Bukalapak!,92
1086,Manajemen proses pesanan di Lapak,"",150,Mempersiapkan dan meningkatkan performa lapakmu di Bukalapak!,92
1088,"Manajemen Pelanggan, Part 1","",150,Mempersiapkan dan meningkatkan performa lapakmu di Bukalapak!,92
1090,Menggunakan BukaModal,"",150,Mempersiapkan dan meningkatkan performa lapakmu di Bukalapak!,92
1094,Tingkatkan Penjualan Dengan Digital Marketing,"",151,Jurus ampuh SEO dan digital marketing untuk lapakmu!,92
1092,Basic Copywriting & SEO untuk Judul dan Deskripsi Produk,"",151,Jurus ampuh SEO dan digital marketing untuk lapakmu!,92
1093,Jurus SEO Untuk Tingkatkan Traffic Lapak,"",151,Jurus ampuh SEO dan digital marketing untuk lapakmu!,92
1095,Fitur Untuk Meningkatkan Penjualan Lapak,"",151,Jurus ampuh SEO dan digital marketing untuk lapakmu!,92
608,Tentukan Strategi Menjalankan Bisnismu!,"",88,Mindset Shift untuk Memulai Bisnis!,93
609,Mindset Shift Untuk Seorang Pengusaha (Bagian 1),"",88,Mindset Shift untuk Memulai Bisnis!,93
614,Membuat Bisnis yang Berdampak Positif,"",88,Mindset Shift untuk Memulai Bisnis!,93
615,Kesimpulan dari Fajar Nugraha,"",88,Mindset Shift untuk Memulai Bisnis!,93
612,Mengelola Model Bisnis Outsource Dengan Efektif,"",88,Mindset Shift untuk Memulai Bisnis!,93
610,Mindset Shift Untuk Seorang Pengusaha (Bagian 2),"",88,Mindset Shift untuk Memulai Bisnis!,93
613,Tips Berkolaborasi dengan Pengrajin Lokal,"",88,Mindset Shift untuk Memulai Bisnis!,93
611,Tips Mengelola Bisnis Internal,"",88,Mindset Shift untuk Memulai Bisnis!,93
644,Cara membuat perencanaan bisnis yang matang,"",92,Eksekusi Pengembangan Produkmu dengan A.I.M. Strategy!,94
646,Proses product development yang tepat,"",92,Eksekusi Pengembangan Produkmu dengan A.I.M. Strategy!,94
642,Waktu yang tepat untuk memulai bisnis,"",92,Eksekusi Pengembangan Produkmu dengan A.I.M. Strategy!,94
645,Tips memilih produk untuk bisnismu!,"",92,Eksekusi Pengembangan Produkmu dengan A.I.M. Strategy!,94
649,Kesimpulan dari Anita Loeki,"",92,Eksekusi Pengembangan Produkmu dengan A.I.M. Strategy!,94
647,Cara membuat digital campaign untuk produkmu!,"",92,Eksekusi Pengembangan Produkmu dengan A.I.M. Strategy!,94
643,"Mengenal A.I.M. Strategy, yuk!","",92,Eksekusi Pengembangan Produkmu dengan A.I.M. Strategy!,94
648,Melihat peluang untuk mengembangkan produk yang relevan,"",92,Eksekusi Pengembangan Produkmu dengan A.I.M. Strategy!,94
620,Tips promosi di media sosial,"",89,Membangun dan me-maintain bisnis era sekarang,95
616,Apa saja yang harus dipersiapkan ketika mendirikan bisnis,"",89,Membangun dan me-maintain bisnis era sekarang,95
619,Pentingnya riset pasar dalam membangun sebuah bisnis,"",89,Membangun dan me-maintain bisnis era sekarang,95
617,Mengenal model bisnis Grab and Go,"",89,Membangun dan me-maintain bisnis era sekarang,95
621,Membangun customer loyalty,"",89,Membangun dan me-maintain bisnis era sekarang,95
623,Kesimpulan dari Michelle,"",89,Membangun dan me-maintain bisnis era sekarang,95
622,Inovasi dan kolaborasi,"",89,Membangun dan me-maintain bisnis era sekarang,95
618,Cara menjalankan bisnis franchise dengan efektif,"",89,Membangun dan me-maintain bisnis era sekarang,95
