id,mentor_name,job_title,description
113,Sonny  Arca,"Founder, Martabak Pizza Orins","Bekerja selama 16 tahun sebagai Pegawai Negeri Sipil, Sonny dan Istri beranjak untuk menciptakan bisnis sendiri guna menambahkan penghasilan. Dimulai dari usaha jamur crispy yang memberikan pelajaran berharga tentang produk apa saja yang sebenarnya cocok untuk dijadikan bisnis, Sonny dan sang Istri membuat bisnis berbasis martabak dengan keunikan tersendiri - yaitu bentuknya yang mirip pizza! Latar belakang edukasi Sonny di STAN tidak menghalangi dirinya untuk menciptakan bisnis yang hampir dikenal di seluruh Indonesia."
2,Giorrando Grissandy,Expert Sosial Media Garis Temu,"Giorrando adalah co-founder dari Garis Temu yang mendalami dunia entrepreneurship, bisnis, dan digital, khususnya di sosial media."
109,Ridho Adityawan,"Founder, Ayam Gepuk Pak Gembus","Selepas lulus dari kampusnya, Ridho memutuskan untuk merantau ke Jakarta dan bekerja sebagai staf di salah satu perusahaan. Dia menyisihkan gajinya untuk membentuk sebuah bisnis dan resign. Dengan modal awal 26 juta rupiah, kini bisnis ayam gorengnya beromset 8 miliar dan tersebar di seluruh Indonesia dan beberapa negara tetangga."
58,Elisa Suteja,Co-Founder & Co-CEO Fore Coffee,"Setelah lulus dari kuliah, Elisa bergabung dengan Tokopedia pada tahun 2015. Setelah itu, dia bergabung dengan East Ventures, pemodal ventura yang menyasar early stage startup. Karena tertarik dengan industri new retail khususnya produk kopi, Elisa memutuskan untuk mendirikan Fore Coffee."
17,Zyta Delia & Ziki Hidayat,Co-founders Zyta Delia Official,"Ziki dan Zyta adalah kakak beradik yang telah mendirikan brand muslimwear ZYTA DELIA sejak tahun 2015, dan telah mengembangkannya hingga menjadi salah satu brand Hijab terkemuka di Indonesia."
116,Leonard Theosabrata,Direktur Utama SMESCO Indonesia,"Diawali dengan jabatannya sebagai salah satu pendiri The Goods Dept dan juga banyak bisnis lainnya, Leonard Theosabrata benar-benar tahu apa yang sebenarnya terjadi di balik layar banyak UMKM - jatuh bangunnya, suka dukanya, Pak Leo sudah melalui semua itu. Oleh karena itu, beliau di amanahi posisi sebagai Direktur Utama SMESCO Indonesia, dengan tujuan untuk memberdayakan UMKM di Indonesia sehingga mereka mendapatkan ilmu dan juga platform yang mumpuni untuk membantu bisnisnya menjadi sukses dan berkelanjutan."
86,Rizka Romadhona,Founder Lapis Bogor Sangkuriang,"Diawali dengan modal IDR 500 ribu dan mixer pinjaman dari mertua, Bu Rizka berhasil menciptakan sebuah produk yang digemari ribuan hingga puluhan ribu pelanggan. Sejak pertama kali mencetuskan ide Lapis Bogor di tahun 2013, Rizka berhasil melalui berbagai rintangan dan Lapis Bogor Sangkuriang sekarang terkenal khas sebagai salah satu oleh-oleh wajib dari Kota Bogor."
25,Johan Alvin Khosuma,CMO JCK Enterprise & Microblogger,"Seorang micro-blogger dan branding consultant di JCK Enterprise dengan segudang pengalaman tentang branding, Johan Alvin Khosuma, atau sering disapa sebagai Mas Jak, tidak sungkan membagikan ilmunya lewat berbagai macam channel media. Bagi Jak, ""sharing is growing""."
147,Mikael Jasin,Founder So So Good Coffee Company,"Mikael Jasin adalah seorang barista yang terkenal hingga kancah Internasional. Dari awalnya sebagai seorang Barista, Mikael kini berhasil merintis 2 perusahaan ternama di industri kopi, yakni So So Good Coffee Company dan Catur Coffee Company. Tidak puas disitu saja, Mikael juga sering berkompetisi di hadapan juri World Barista Championship, dan hampir selalu lolos ke ronde-ronde akhir. Pada saat ini, fokus Mikael berada pada pemberdayaan kopi dan petani kopi di Indonesia, dalam upaya untuk menyetarakan status kopi Indonesia sebagai salah satu kopi terbaik di dunia."
178,Gojek  ,Indonesian Multi Service Platform,"Salah satu startup tersukses yang lahir di tanah air, Gojek berdiri sejak tahun 2010 dan awalnya memberikan jasa penyambung antara ojek serta penumpang. Seiring waktu berlalu, jasa mereka meluas ke pengantaran makanan, perbelanjaaan, hingga lifestyle. Kini, Gojek hadir sebagai pendamping dari kehidupan sehari-hari bagi jutaan warga di Indonesia di puluhan kota."
120,Fitriani Rahmah,"CEO & Co-founder, Serasa Salad Bar",Seorang pengusaha dengan misi mengembangkan minat gaya hidup sehat dari makanan. Fitri memulai bisnis Serasa dari berjualan saus salad rumahan hingga sekarang memiliki cabang di 3 kota dan masih banyak lainnya di waktu dekat!
84,Jusuf Kalla,"Ketua Umum, Palang Merah Indonesia",Pengusaha dan politisi Indonesia yang menjabat sebagai Wakil Presiden Indonesia (Wapres) ke-10 dan ke-12. Ia merupakan Wakil Presiden Indonesia pertama yang menjabat 2 kali. Jusuf Kalla juga memiliki pengalaman dalam bisnis yang begitu lama dengan Kalla Group.
24,Steven Kurnia,Expert Digital Marketing Garis Temu,Steven adalah seorang eksekutif digital marketing di Garis Temu yang juga sedang menjalani perkuliahan S2 Manajemen Teknologi di Universitas Multimedia Nusantara.
187,Jie W. Kusumo,Food Photographer & Content Creator,"Jie W. Kusumo, dikenal juga sebagai Jiewa Vieri adalah seorang blogger dan fotografer kuliner. Diawali dari kesukaannya membagikan foto makanan dan memberi ulasan, Jie menerima banyak respon positif dari pembacanya yang mendorong dirinya untuk terus menjalankan food blogging. Jie kemudian merintis menjadi food photographer sebagai pekerjaan sampingannya saat masih bekerja di perusahaan, hingga sekarang sudah menjadi seorang profesional fotografer untuk kuliner. Selain itu, Jie juga aktif membagikan ulasan kuliner melalui halaman Instagramnya yang diikuti oleh ratusan ribu pengikut, dan mengelola IniJie Academy yaitu platform belajar fotografi untuk bisnis kuliner. "
126,Christie Basil,Founder Atvezzo & By Christie Basil,"Seorang pebisis muda yang menemukan passionnya di industri fashion, Christie menemukan peluang di segmen ready to wear dan lebih sepsifiknya lagi di wedding dresses. Mengedepankan estetika yang modern dan minimalis, Christie berhasil memikat banyak hati pengikut dan penggemar dari brand tersebut. Tak hanya itu, Christie juga aktif sebagai content creator di TikTok, yang merupakan pintu bagi peluang bisnis lainnya! Di platform tersebut, Christie mendokumentasikan banyak hal seputar bisnis dan passionnya, mulai dari konsep unik yang sedang ditelusuri, hingga ketika mendapat klien dari luar negeri."
110,Pieter Lydian,"Country Director, Facebook Indonesia","Sudah 25 tahun Pieter melanglang buana di dunia teknologi. Sempat berkarir di Berca ICT Group selama 10 tahun, Pieter lalu hijrah ke Dell dimana dalam 7 tahun beliau berhasil menjadi Managing Director Dell Indonesia. Beliau lalu memulai babak baru di Microsoft, dalam 5 tahun menjadi Director dari Public Sector. Setelah itu, beliau menjabat sebagai Presiden Direktur di Finmas, startup fintech, sebelum akhirnya ditunjuk menjadi Country Director dari Facebook Indonesia sampai sekarang. Selain berkarir di Facebook, Pieter juga banyak diundang menjadi narasumber di acara webinar/seminar dan acara berita live. "
49,Reza Aryabima,Co-Founder & CEO Artisan Professionel,"Lulus dari Universitas Pelita Harapan (UPH) pada tahun 2009, Reza bergabung di beberapa perusahaan mendalami fungsi sales dan marketing sembari menyelesaikan gelar master nya dari Binus Business School. Pada tahun 2017 mendirikan Artisan Professionnel karena melihat masih ada gap antara supply dan demand dari produk bulu mata palsu."
128,Arrofi Ramadhan,Desainer Interior & Founder Ruang A23,"Seorang mahasiswa di salah satu univesitas ternama di Indonesia, Arrofi memiliki keahlian tersembunyi dalam desain interior ruangan atau rumah. Melihat besarnya potensi yang dimiliki sebuah platform media sosial untuk menunjukkan keahliannya, Arrofi mulai memnbuat video pendek di TikTok yang berisi konten edukasional seputar desain interior. Rupanya, konten dari Arrofi sangat digemari oleh para penonton dikarenakan mereka penuh dengan tips yang praktis, serta mudah untuk digunakan. "
107,Handoko Hendroyono,"Founder, m bloc space & Filosofi Kopi","Seorang *creative storyteller*, Handoko telah berhasil mencetuskan ide bisnis yang selalu membawa sebuah cerita di belakangnya. Mulai dari Filosofi Kopi yang dimulai dari sebuah cerpen, hingga M Bloc Space dengan visi untuk mengedepankan *brand* dan produk lokal dari Indonesia, Handoko terus berupaya untuk menciptakan bisnis yang tidak hanya bersifat transaksional, tapi sebuah entitas yang dapat berinteraksi secara personal juga."
47,Danu Sofwan,Owner Radja Cendol & Es Teh Indonesia,"Pemilik Radja Cendol & Es Teh Indonesia, 2 usaha F&B yang laris dan berekspansi pesat dengan 800 cabang di seluruh Indonesia."
75,Helmy Yahya,"Public Speaker, Entrepreneur, Creator",Memiliki puluhan tahun pengalaman di dunia televisi. Ditunjuk sebagai Direktur Utama TVRI dan memberikan beragam gebrakan baru. Hingga kini mencoba merambah media baru digital di YouTube.
69,Joko Anwar,"Sutradara, Penulis Skenario & Produser",Joko memiliki jalan hidup yang sangat unik. Dia memiliki gelar Sarjana Teknik dari Aerospace Engineering Institut Teknologi Bandung dan pernah menjadi Wartawan di Jakarta Post sebelum menjadi seorang sineas. Dia telah menelurkan belasan film yang memenangkan beragam penghargaan di Indonesia.
15,Pamela Wirjadinata,Founder Posh the Label dan Co-founder SYCA,"Seorang pengusaha yang memiliki bakat untuk menemukan hal-hal yang akan berhasil di pasar, Pamela menjalankan banyak bisnis dalam waktu bersamaan; semua dalam industri berbeda!"
117,Darwis Triadi,Founder Darwis Triadi School of Photography,"Mengawali minat fotografinya sejak tahun 1979, Darwis Triadi pun meninggalkan profesi lamanya sebagai pilot dan mulai menggeluti karier di bidang fotografi. Menurut Darwis Triadi, untuk menjadi seorang fotografer, tidak harus memiliki kamera mahal atau mempunyai kamera dengan merek tertentu, karena fotografi mengajarkan kita untuk melihat komposisi gambar dan merasakan komunikasi ketika kita mengoperasikan kamera. Keresahannya melihat sulitnya akses informasi tentang dunia fotografi di Indonesia membuatnya memulai Darwis Triadi School of Photography pada tahun 2003."
68,Pandu Sjahrir,Investor dan Komisaris Bursa Efek Indonesia,"Seorang pebisnis yang sepertinya bisa melakukan semuanya, Pandu Sjahrir lekat pada industri batu bara di Indonesia selaku Direktur PT. Toba Bara Sejahtera. Tidak berhenti disitu, beliau juga memegang posisi strategis lain di beberapa instansi ternama di Indonesia, seperti SEA Group Indonesia dan Bursa Efek Indonesia. Pria kelahiran Boston, Massachusetts ini masih tergolong relatif muda untuk pencapaiannya, dan tentu ada banyak hal lagi yang akan dicapai beliau."
180,Pijar Mahir,Platform pembelajaran digital tersertifikasi,Era digital membantu akses pendidikan menjadi lebih mudah didapatkan. Pijar Mahir merupakan salah satu platform pembelajaran dan sertifikasi digital yang dirilis pada tahun 2020. Pijar Mahir dihadirkan untuk membantu masyarakat meningkatkan keahlian dan kompetensi sesuai dengan industrinya dengan biaya terjangkau.
6,Billy Oscar,Konsultan Branding & Marketing untuk bisnis F&B,"Beralih dari pekerjaan di bidang sales menjadi konsultan F&B dengan pengalaman yang luas, Billy telah membimbing berbagai bisnis F&B mencapai kesuksesan, termasuk Marco Padang. Keahlian utama Billy adalah untuk menciptakan brand kuliner yang viral di pasaran. "
46,Putri Tanjung,Chief of Creative Experience Office (CXO) by CT Corp,"Putri merupakan pengusaha muda dalam bidang agensi kreatif. Lulus dari Academy of Art university di San Fransisco, California. Pada usianya yang 15 tahun, ia mendirikan Creativepreneur."
94,Anita Loeki,Co-Founder & Director of Operational Mineral Botanica,"Sebelum memulai Mineral Botanica, Anita bersama sang suami tinggal di Amerika Serikat selama 10 tahun. Ketika kembali ke Indonesia di tahun 2014, Anita bersama sang suami melihat sebuah peluang untuk brand kosmetik berkualitas lokal di pasar Indonesia. Dari keinginan untuk menciptakan brand tersebut, Anita mendirikan Mineral Botanica, yang telah berhasil menjadi salah satu brand kosmetik terkenal di tanah air."
70,Sandiaga Uno,Menteri Pariwisata & Ekonomi Kreatif RI (2020 - 2024),"Sandiaga Uno memiliki pengalaman begitu banyak di bidang bisnis dan politik. Di bidang bisnis, sedari lulus kuliah di Amerika Serikat, Sandiaga menjadi manajer investasi di beberapa perusahaan sebelum nantinya mendirikan perusahaannya sendiri yaitu Saratoga Investama Sedaya. Karena performa perusahaannya yang baik, Sandiaga juga pernah menduduki posisi direksi di beberapa perusahaan seperti Adaro dan Mitra Global Telekomunikasi Indonesia."
83,Ignasius Jonan,Menteri Energi dan Sumber Daya Mineral RI (2016-2019) ,"Pengusaha Indonesia yang menjabat sebagai Menteri Energi dan Sumber Daya Mineral (ESDM) Indonesia sejak 14 Oktober 2016 hingga 20 Oktober 2019. Sebelumnya, Ignasius Jonan menjabat sebagai Menteri Perhubungan Indonesia sejak 27 Oktober 2014 hingga tanggal 27 Juli 2016. Dia juga pernah menjabat sebagai Direktur Utama (Dirut) PT Kereta Api Indonesia (KAI) (Persero) tahun 2009 s.d. 2014."
44,Teten  Masduki,"Menteri Koperasi & UKM Republik Indonesia, 2019 - 2024","Menteri Koperasi & UKM Republik Indonesia, dengan masa jabatan tahun 2019 - 2024, Pak Teten Masduki adalah seorang individu dengan jejak profesional yang sangat lekat dengan keadilan dan demokrasi. Di masa kini, Pak Teten fokus terhadap meberdayai para UMKM di Indonesia untuk mencapai potensi mereka sebagai pendorong ekonomi negeri."
179,Teuku Daffa,Certified Public Speaker & Public Speaker Content Creator,"Teuku Daffa merupakan seorang digital creator yang membahas seputar public speaking. Teuku memulai karirnya sebagai digital creator di platform TikTok sejak awal 2021 dan berhasil mendapatkan 9 juta views hanya dalam dua bulan. Selain menjadi digital creator, Teuku juga masih aktif berprofesi sebagai Continuous Improvement Supervisor di perusahaan pelayaran swasta Indonesia."
121,1000 Startup  Digital,Pelatihan pengembangan kewirausahaan berbasis teknologi digital,"Gerakan Nasional 1000 Startup Digital adalah upaya bahu membahu penggerak ekosistem startup digital Indonesia untuk saling terkoneksi, saling berbagi pengetahuan dan pengalaman.

Diinisiasi sejak 2016, gerakan ini diharapkan mendorong terciptanya mencetak startup yang menjadi solusi atas masalah dengan memanfaatkan teknologi digital."
